,2011_renew,2011_gdp
138,0.02602042,101370474295.1
139,0.16235436,14381552432.9
140,0.013592684,12523402328.8
141,0.0,66055407.7
142,0.033677075,21573862466.8
143,0.158530044,905270626332.7
144,0.000866385,905270626332.7
145,0.004051572,10351442209.0
146,0.325089641,168291357111.7
147,0.012706801,9774307336.2
148,0.0,8772951261.8
149,0.056731724,414466540786.7
152,0.013992263,10494632699.4
153,0.0,729000000.0
154,1.18407216,498283438454.3
155,0.0,77497529258.8
156,0.288583448,213587413184.0
158,0.03964128,34686224300.0
159,0.013451802,17984910501.9
160,0.558259084,33756238766.5
161,0.21490873,171761737046.6
162,0.1969488,234216930369.8
163,0.147182094,524382678547.3
164,0.249912964,245117990242.2
165,0.001474889,100351700000.0
166,9.716e-06,167775268626.4
168,0.162488997,192614085153.8
169,1.643441968,2045925608274.4
170,0.001284455,6881379761.8
173,0.0,1576988407.4
174,1.9432e-05,1682465476708.5
175,0.0002429,713796370.4
176,0.000536323,744104842.1
177,5.8296e-05,231489270.1
178,0.0,671238840108.2
179,0.003079972,17814284622.2
180,0.08336328,49258136129.0
181,0.0,1065826669.9
182,0.0014574,2942546781.0
183,0.015098664,279351168707.3
185,0.037250815,51583869785.2
186,3.8864e-05,1063889652.3
187,0.0,0.0
188,0.023788892,458201514137.0
190,0.0,14907308932.8
191,0.877390149,1480710495710.1
192,0.045801224,67753288946.3
193,0.063416332,78403418360.5
194,0.010017099,4422276621.8
195,0.840786611,574094112972.7
196,0.317664853,715888126682.4
197,0.031897628,67539427671.0
199,0.155825208,6522732202.5
200,0.020413316,34657141720.7
201,0.15184051,370819140946.6
203,0.0,1042411479.5
204,0.00102601,3872459249.7
205,0.0,414523388.5
206,3.8864e-05,25433011405.3
207,0.00160314,48122744708.1
208,0.554540094,838762755164.2
209,2.9148e-05,29233333333.3
210,0.0,728789600.0
211,0.0,39195461.6
213,0.0,0.0
215,0.016000892,27871725205.6
216,0.108496156,169333048847.8
217,0.000330344,350666058379.9
218,0.369402645,2666403005061.4
219,9.309687344,15599728123000.0
220,0.075427241,47962439303.7
221,0.054856536,60178909297.2
222,4.95516e-05,770153304.2
223,0.80482486,316482190800.4
224,0.398180644,172595034069.2
225,0.0,7737745797.3
226,0.0,680455985950.4
227,1.9432e-05,32726417878.4
228,0.111087225,23459515275.6
229,0.051304366,14101920310.0
