Bulgaria,19839230769.2,19870000000.0,19342000000.0,16563666666.7,17594944444.4,17155421052.6,20249294117.6,28101000000.0,22555941176.5,21988444444.4,20632090909.1,10943548387.1,10350515463.9,10829710144.9,9697416974.2,18983288690.5,12294204609.3,11315986087.2,15030696432.6,13627325461.2,13245834314.5,14183497963.1,16402846413.1,21144982397.4,26157892832.2,29869284035.3,34379808888.6,44432811756.5,54481376860.4,52023505367.2,50682061053.2,57678241023.8,54300857424.4,55810138436.5,57082011260.3,50781996712.8,53953897624.4,59199447421.5,66363537115.3,68915875214.7,70240275010.2,84056312734.3
Burkina Faso,1928719477.4,1775842026.4,1754449845.3,1600278756.4,1459880018.5,1552493068.4,2036303381.2,2369834650.1,2616040645.9,2615587725.8,3101300641.9,3135045684.1,3356692517.9,3199536227.9,1895290623.4,2379518099.2,2586550747.1,2447668984.5,2804902248.3,3389566982.5,2968369991.5,3190371050.5,3622350203.9,4740768355.2,5451688868.4,6146352742.0,6547420133.7,7625723123.5,9451436359.0,9450697335.5,10109618964.3,12080296644.1,12561016091.5,13444301139.1,13943016923.9,11832159275.6,12833363370.2,14106956830.1,15890065019.8,16178162030.1,17933606353.2,19737615114.4
Burundi,919726666.7,969046666.7,1013222222.2,1082926304.5,987143931.2,1149979285.8,1201725497.1,1131466494.0,1082403219.5,1113924130.4,1132101252.5,1167398478.3,1083037670.6,938632612.0,925030590.2,1000428393.9,869033856.3,972896267.9,893770806.1,808077223.4,870486065.9,876794723.1,825394490.2,784654423.6,915257323.4,1117113045.7,1273375020.3,1356199364.9,1611835901.9,1781455092.1,2032135246.5,2235820867.8,2333341374.9,2451606684.3,2705783272.1,3104003611.4,2639321161.4,2712324133.8,2660123597.7,2576518846.4,2649671998.9,2779813489.0
Cabo Verde,142246875.5,139468114.6,140630758.6,138476239.4,132019065.0,137728155.2,190651208.0,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979069.3,490608657.9,521910560.5,592416703.1,539227277.6,563090641.2,620507562.1,813260468.9,924940272.4,972241336.9,1107571017.0,1513040064.5,1787968044.5,1697737296.2,1663913071.4,1865915544.1,1741809809.0,1850470042.4,1859898513.3,1596800287.2,1663008687.1,1769787215.4,1966501117.6,1981845740.7,1703698676.7,1936174043.5
Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533727592.0,2791435272.3,3441205692.9,3506695719.6,3443413388.7,3120425502.6,3517242477.2,3654031716.3,3984000517.0,4284028482.5,4658246918.3,5337833248.0,6293046161.8,7274595706.7,8639235842.2,10351914093.2,10401851850.6,11242275199.0,12829541141.0,14054443213.5,15227991395.2,16702610842.4,18049954289.4,20016747754.0,22177200511.6,24571753583.5,27089389787.0,25872798012.2,26961061119.8
Cameroon,6674567625.1,6610937473.2,6611255018.2,6870200658.9,7311937457.4,8544809794.3,11857056336.0,13049658331.1,12236058143.0,11012566160.5,12314482085.1,11840192674.1,12071775380.7,16181813512.4,8902446188.0,10864773036.8,11093539497.0,10789457915.0,11298144511.6,11565827385.7,10566578952.8,10953485244.4,12417251815.9,15970315751.0,18826215278.1,19509850837.3,20910513974.6,23928251333.7,27715144580.3,27932971683.4,27507499709.1,30630912184.8,30155064574.1,33728622819.1,36386546917.7,32210232911.7,33814337900.3,36098550141.6,39973839064.6,39670977332.7,40773241531.2,45338283344.8
Canada,273853826548.1,306214863625.0,313506525087.1,340547711781.9,355372558103.6,364756499450.8,377437927312.0,431316742081.4,507354351182.3,565055743243.2,593929550908.5,610328183643.2,592387689252.9,577170761956.4,578139279437.6,604031623433.4,628546387972.1,654986999855.6,634000000000.0,678412196271.1,744773415931.6,738981792355.4,760649334098.0,895540646634.8,1026690238278.3,1173108598778.7,1319264809591.0,1468820407783.3,1552989690721.7,1374625142157.3,1617343367486.3,1793326630174.5,1828366481521.6,1846597421835.0,1805749878439.9,1556508816217.1,1527994741907.4,1649265644244.1,1725329192783.0,1742015045482.3,1645423407568.4,1988336331717.4
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200439457.6,4466438857.6,4586114124.6,4281868714.7,4156990759.6,4186223809.0,4291159006.4,4405954638.2,4563017880.7,4708336733.5,4909498980.0,5166467298.7,5530377535.1,5943589103.6,5608989199.6,5898449688.0
Central African Republic,797048028.8,694803502.7,748312283.7,658679394.9,637820620.7,864849765.1,1122265026.4,1200991826.0,1264899368.2,1233930277.0,1440711395.7,1377375030.5,1411917558.5,1278781166.7,851174350.6,1115389731.8,1007791186.2,937741468.0,967338348.7,999477510.7,916777282.7,932648595.8,996068183.7,1142315573.8,1272360594.5,1337894284.9,1461859832.3,1699811358.9,1993408071.7,2067381766.4,2142591375.9,2437982839.6,2510126699.1,1691544192.4,1894813504.5,1695825708.5,1825018190.9,2072349794.2,2220978978.2,2221301400.7,2326720920.6,2516498299.0
Chad,1033002401.8,876937559.7,834369860.4,832415806.0,919103735.3,1033069710.0,1067828247.2,1163426850.7,1482597298.9,1433686309.8,1738605558.1,1877138041.6,1881847676.8,1463251055.4,1179837954.7,1445919969.9,1607345450.0,1544689502.8,1744794457.3,1534673583.2,1388506726.6,1710843360.6,1997005786.5,2742815194.5,4422855929.2,6649307057.0,7428701809.4,8650138068.6,10393834720.9,9290728773.4,10668102734.8,12172309522.6,12367363677.6,12953535495.9,13940768065.6,10950392219.9,10097778353.8,10000395242.1,11239167048.5,11314951342.8,10715396135.4,11779980801.8
Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5945445051.3,6263177944.4,6439403014.0,6233310060.4,6663436031.2,7332574115.6,8553956571.1,8827299477.2,9676410337.6,11515258634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
